
+------+---------------+---------------------------------+---------------------+---------------------+----------------------+--------------+--------------+------------+--------------+-----------+-----------------+-------------------+
|  ID  | transactionId |       recipientsXNAddress       | recipientsXM8UserId |        stamp        |  CONTROL_POINT_type  | CONTACT_type | contact_name | PHONE_type |    number    | extension |   claimNumber   | origTransactionId |
| None |    0072R9W    |          XACTNET.QUEUE          |                     | 2020-06-17T09:07:52 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111285-8-W  |        None       |
| None |    007318Y    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:06 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111533-8-W  |        None       |
| None |    00720QP    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:28:05 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107808-8-W  |        None       |
| None |    007BPD1    |         ACSC.TEST.STAFF         |                     | 2020-10-02T17:39:30 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122378-8-W  |        None       |
| None |    00731QX    |          XACTNET.QUEUE          |                     | 2020-06-22T10:50:58 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112329-8-W  |        None       |
| None |    00786PP    |          XACTNET.QUEUE          |                     | 2020-09-08T15:38:33 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005045843-8-X  |        None       |
| None |    0072NP5    |          XACTNET.QUEUE          |                     | 2020-06-16T07:41:17 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110636-8-W  |        None       |
| None |    007BV5F    |         ACSC.TEST.STAFF         |                     | 2020-10-07T15:11:36 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122667-8-W  |        None       |
| None |    007BHPK    |         ACSC.TEST.STAFF         |                     | 2020-09-30T08:59:00 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122095-8-W  |        None       |
| None |    007BG63    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:03:32 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121798-8-W  |        None       |
| None |    00734SX    |          XACTNET.QUEUE          |                     | 2020-06-23T15:19:37 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112920-8-W  |        None       |
| None |    0072HCH    |          XACTNET.QUEUE          |                     | 2020-06-12T11:07:32 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003109960-8-W  |        None       |
| None |    007CGJ7    |         ACSC.TEST.STAFF         |                     | 2020-10-20T13:44:02 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123824-8-W  |        None       |
| None |    007317S    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:14 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111394-8-W  |        None       |
| None |    0072NR1    |          XACTNET.QUEUE          |                     | 2020-06-16T08:09:19 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110653-8-W  |        None       |
| None |    00716Q9    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:26:31 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106251-8-W  |        None       |
| None |    00757M3    |          XACTNET.QUEUE          |                     | 2020-07-30T10:06:57 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003116637-8-W  |        None       |
| None |    0072R4M    |          XACTNET.QUEUE          |                     | 2020-06-17T07:55:38 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111237-8-W  |        None       |
| None |    007CD53    |         ACSC.TEST.STAFF         |                     | 2020-10-16T11:31:31 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123537-8-W  |        None       |
| None |    0075JS9    |         ACSC.TEST.STAFF         |                     | 2020-08-04T12:14:55 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117300-8-W  |        None       |
| None |    00731BT    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:37 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111802-8-W  |        None       |
| None |    007BG6J    |           TEST.XNA.GL           |                     | 2020-09-29T11:28:16 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003121960-8-W  |        None       |
| None |    007344S    |           ACSC.TEST.PT          |       TORRES.P      | 2020-06-23T00:00:01 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  005044808-8-X  |        None       |
| None |    0074H9K    |         ACSC.TEST.STAFF         |                     | 2020-07-21T14:59:44 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003115360-8-W  |        None       |
| None |    007318P    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111514-8-W  |        None       |
| None |    007BSPK    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:10 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122562-8-W  |        None       |
| None |    0072MH9    |          XACTNET.QUEUE          |                     | 2020-06-15T15:04:54 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110497-8-W  |        None       |
| None |    00731NT    |         ACSC.TEST.STAFF         |                     | 2020-06-22T10:36:18 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112324-8-W  |        None       |
| None |    0073LRS    |          XACTNET.QUEUE          |                     | 2020-07-02T10:40:12 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003113878-8-W  |        None       |
| None |    00723B5    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:29:16 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108183-8-W  |        None       |
| None |    0075NPN    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:01:31 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117841-8-W  |        None       |
| None |    006YT3C    |          XACTNET.QUEUE          |                     | 2020-04-30T14:48:44 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103958-8-W  |        None       |
| None |    0075JFK    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:00:22 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117174-8-W  |        None       |
| None |    00718LR    |          XACTNET.QUEUE          |                     | 2020-05-21T13:58:02 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003106397-8-W  |        None       |
| None |    0071WBL    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:27:52 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107539-8-W  |        None       |
| None |    0070SKT    |         ACSC.TEST.STAFF         |                     | 2020-05-15T16:58:20 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003105793-8-W  |        None       |
| None |    0072NTZ    |          XACTNET.QUEUE          |                     | 2020-06-16T09:18:46 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110731-8-W  |        None       |
| None |    007C9W6    |         ACSC.TEST.STAFF         |                     | 2020-10-14T16:40:26 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123319-8-W  |        None       |
| None |    007CHZ4    |         ACSC.TEST.STAFF         |                     | 2020-10-21T12:19:37 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123894-8-W  |        None       |
| None |    0073LN3    |         ACSC.TEST.STAFF         |                     | 2020-09-30T08:59:36 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113763-8-W  |        None       |
| None |    00732KS    |         ACSC.TEST.STAFF         |                     | 2020-06-22T15:52:38 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112563-8-W  |        None       |
| None |    00710QD    |         ACSC.TEST.STAFF         |                     | 2020-05-18T08:48:33 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003105808-8-W  |        None       |
| None |    006YX57    |          XACTNET.QUEUE          |                     | 2020-05-01T09:11:03 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003104005-8-W  |        None       |
| None |    0076JDF    |          XACTNET.QUEUE          |                     | 2020-08-18T10:37:24 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005045197-8-X  |        None       |
| None |    007BG89    |          XACTNET.QUEUE          |                     | 2020-09-29T11:49:08 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003121972-8-W  |        None       |
| None |    00732RD    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:33:23 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112591-8-W  |        None       |
| None |    0072PMV    |          XACTNET.QUEUE          |                     | 2020-06-16T14:34:52 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111053-8-W  |        None       |
| None |    007BV2Z    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:12 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122650-8-W  |        None       |
| None |    0071W8T    |          XACTNET.QUEUE          |                     | 2020-06-01T16:08:19 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003107527-8-W  |        None       |
| None |    0072NRV    |          XACTNET.QUEUE          |                     | 2020-06-16T08:22:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110662-8-W  |        None       |
| None |    0072RB0    |          XACTNET.QUEUE          |                     | 2020-06-17T09:10:12 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111287-8-W  |        None       |
| None |    007B17V    |           TEST.XNA.GL           |       LANCAST1      | 2020-09-23T08:37:54 |  Estimate Received   |   ClaimRep   |     None     |    None    |     None     |    None   |  003121499-8-W  |        None       |
| None |    006MX7W    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:05:11 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005038491-8-X  |        None       |
| None |    007299D    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:30:34 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108929-8-W  |        None       |
| None |    006YBWQ    |          XACTNET.QUEUE          |                     | 2020-04-23T10:01:00 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103339-8-W  |        None       |
| None |    00732NB    |         ACSC.TEST.STAFF         |                     | 2020-06-22T16:19:20 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112571-8-W  |        None       |
| None |    0071B4M    |          XACTNET.QUEUE          |                     | 2020-05-22T10:31:23 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003106517-8-W  |        None       |
| None |    007318W    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:03 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111527-8-W  |        None       |
| None |    007B17V    |           TEST.XNA.GL           |       LANCAST1      | 2020-09-23T00:00:01 |      Contacted       |   ClaimRep   |     None     |    None    |     None     |    None   |  003121499-8-W  |        None       |
| None |    006X3V9    |         ACSC.TEST.STAFF         |                     | 2020-04-13T13:05:24 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003102215-8-W  |        None       |
| None |    006XCJG    |           ACSC.TEST.PT          |                     | 2020-04-14T14:52:01 |       Notified       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003102387-8-W  |        None       |
| None |    00731BJ    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:21 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111736-8-W  |        None       |
| None |    0072MLS    |          XACTNET.QUEUE          |                     | 2020-06-15T15:54:47 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110550-8-W  |        None       |
| None |    0070SKF    |         ACSC.TEST.STAFF         |                     | 2020-05-15T16:56:10 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003105792-8-W  |        None       |
| None |    007318B    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:39 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111475-8-W  |        None       |
| None |    007CD0Z    |         ACSC.TEST.STAFF         |                     | 2020-10-16T09:30:27 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123494-8-W  |        None       |
| None |    006YSY2    |          XACTNET.QUEUE          |                     | 2020-04-30T14:09:12 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103941-8-W  |        None       |
| None |    007582B    |          XACTNET.QUEUE          |                     | 2020-07-30T15:15:00 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003116688-8-W  |        None       |
| None |    0075L7K    |         ACSC.TEST.STAFF         |                     | 2020-08-05T08:32:09 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117397-8-W  |        None       |
| None |    00725K0    |          XACTNET.QUEUE          |                     | 2020-06-05T15:27:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003108563-8-W  |        None       |
| None |    007BV26    |          XACTNET.QUEUE          |                     | 2020-10-07T14:17:36 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003122648-8-W  |        None       |
| None |    0071GM2    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:27:31 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106810-8-W  |        None       |
| None |    0075JPM    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:00:40 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117281-8-W  |        None       |
| None |    007318F    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:31:58 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003111480-8-W  |        None       |
| None |    00734KP    |          XACTNET.QUEUE          |                     | 2020-06-23T13:03:26 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112798-8-W  |        None       |
| None |    0072P3R    |          XACTNET.QUEUE          |                     | 2020-06-16T10:30:41 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110828-8-W  |        None       |
| None |    007347R    |          XACTNET.QUEUE          |                     | 2020-06-23T10:16:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112669-8-W  |        None       |
| None |    006Y43K    |          XACTNET.QUEUE          |                     | 2020-04-21T15:08:44 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103117-8-W  |        None       |
| None |    006PCLF    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:06:54 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005040300-8-X  |        None       |
| None |    00734QW    |          XACTNET.QUEUE          |                     | 2020-06-23T14:38:27 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112876-8-W  |        None       |
| None |    006Y7H9    |          XACTNET.QUEUE          |                     | 2020-04-22T11:42:50 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103216-8-W  |        None       |
| None |    00713Z2    |         ACSC.TEST.STAFF         |                     | 2020-05-19T12:32:04 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003105976-8-W  |        None       |
| None |    0072LSD    |          XACTNET.QUEUE          |                     | 2020-06-15T09:12:14 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110227-8-W  |        None       |
| None |    0075Q4T    |          XACTNET.QUEUE          |                     | 2020-08-07T09:06:41 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003118033-8-W  |        None       |
| None |    006QGS1    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:08:22 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005043483-8-X  |        None       |
| None |    006LBWN    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:04:26 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005037746-8-X  |        None       |
| None |    007318T    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:31:59 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003111521-8-W  |        None       |
| None |    007C96F    |         ACSC.TEST.STAFF         |                     | 2020-10-14T09:04:27 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123196-8-W  |        None       |
| None |    007BV6J    |          ACSC.TEST.DP5          |                     | 2020-10-07T15:35:47 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003122677-8-W  |        None       |
| None |    00734PW    |          XACTNET.QUEUE          |                     | 2020-06-23T14:23:56 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112855-8-W  |        None       |
| None |    007C6R6    |           ACSC.TEST.PT          |                     | 2020-10-13T15:59:16 |  Reviewer Assigned   |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003123153-8-W  |        None       |
| None |    0070SGY    |          XACTNET.QUEUE          |                     | 2020-05-15T16:35:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005044658-8-X  |        None       |
| None |    0072NTL    |          XACTNET.QUEUE          |                     | 2020-06-16T09:10:54 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110722-8-W  |        None       |
| None |    006YYBT    |          XACTNET.QUEUE          |                     | 2020-05-01T11:20:40 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  005044427-8-X  |        None       |
| None |    006VT1W    |           ACSC.TEST.PT          |       TORRES.P      | 2020-05-19T11:53:30 |  Estimate Received   |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003100324-8-W  |        None       |
| None |    0075TRV    |          XACTNET.QUEUE          |                     | 2020-08-09T21:31:57 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  007002594-8-S  |        None       |
| None |    007CBQ4    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:34:17 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123386-8-W  |        None       |
| None |    00734C8    |          XACTNET.QUEUE          |                     | 2020-06-23T11:18:02 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112722-8-W  |        None       |
| None |    007CBPS    |         ACSC.TEST.STAFF         |                     | 2020-10-15T13:51:01 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123383-8-W  |        None       |
| None |    006Y3PK    |         ACSC.TEST.STAFF         |                     | 2020-04-21T12:11:41 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003103047-8-W  |        None       |
| None |    006YQHG    |          XACTNET.QUEUE          |                     | 2020-04-29T13:38:18 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103828-8-W  |        None       |
| None |    006XH1H    |          ACSC.TEST.DP5          |                     | 2020-04-16T07:57:16 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003102514-8-W  |        None       |
| None |    0072P39    |          XACTNET.QUEUE          |                     | 2020-06-16T10:15:41 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110813-8-W  |        None       |
| None |    007CDKY    |         ACSC.TEST.STAFF         |                     | 2020-10-16T15:43:03 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123605-8-W  |        None       |
| None |    007B3FF    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:03:16 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121649-8-W  |        None       |
| None |    00731N4    |         ACSC.TEST.STAFF         |                     | 2020-06-22T10:24:42 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112313-8-W  |        None       |
| None |    00731TT    |          XACTNET.QUEUE          |                     | 2020-06-22T11:35:19 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112364-8-W  |        None       |
| None |    007866L    |          XACTNET.QUEUE          |                     | 2020-09-08T12:26:59 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003120719-8-W  |        None       |
| None |    0071SD9    |          ACSC.TEST.DP5          |                     | 2020-06-01T09:27:11 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003107427-8-W  |        None       |
| None |    00757TH    |          XACTNET.QUEUE          |                     | 2020-07-30T12:06:40 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003116660-8-W  |        None       |
| None |    007318G    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:45 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111484-8-W  |        None       |
| None |    0072MLJ    |          XACTNET.QUEUE          |                     | 2020-06-15T15:50:08 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110543-8-W  |        None       |
| None |    006YHG6    |         ACSC.TEST.STAFF         |                     | 2020-04-24T10:24:14 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003103508-8-W  |        None       |
| None |    00725K2    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:30:00 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003108564-8-W  |        None       |
| None |    007C97Q    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:41 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123221-8-W  |        None       |
| None |    006M77Q    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:04:44 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005038095-8-X  |        None       |
| None |    0072NTY    |          XACTNET.QUEUE          |                     | 2020-06-16T09:16:46 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110730-8-W  |        None       |
| None |    006M7NQ    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:22:31 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003097749-8-W  |        None       |
| None |    006YPVC    |          XACTNET.QUEUE          |                     | 2020-04-29T07:57:57 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003103750-8-W  |        None       |
| None |    006LBQS    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:04:24 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005037728-8-X  |        None       |
| None |    00731B2    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:01 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111702-8-W  |        None       |
| None |    0072NV6    |          XACTNET.QUEUE          |                     | 2020-06-16T09:20:57 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110734-8-W  |        None       |
| None |    00734PQ    |          XACTNET.QUEUE          |                     | 2020-06-23T14:20:46 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112848-8-W  |        None       |
| None |    00733WN    |           ACSC.TEST.PT          |                     | 2020-06-23T08:21:00 | Notification Pending |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003112612-8-W  |        None       |
| None |    006XFRY    |          ACSC.TEST.DP5          |                     | 2020-04-15T14:00:42 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003102457-8-W  |        None       |
| None |    0072HQY    |          XACTNET.QUEUE          |                     | 2020-06-12T13:49:04 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110075-8-W  |        None       |
| None |    007BG6D    |          XACTNET.QUEUE          |                     | 2020-09-29T11:28:10 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003121901-8-W  |        None       |
| None |    0079VVR    |         ACSC.TEST.STAFF         |                     | 2020-09-22T16:06:05 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121076-8-W  |        None       |
| None |    007319M    |         ACSC.TEST.STAFF         |                     | 2020-06-22T08:44:41 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003111653-8-W  |        None       |
| None |    006W55B    |         ACSC.TEST.STAFF         |                     | 2020-09-29T14:30:14 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003101469-8-W  |        None       |
| None |    006WBBT    |         ACSC.TEST.STAFF         |                     | 2020-04-08T09:13:03 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003101636-8-W  |        None       |
| None |    006VZTZ    |           ACSC.TEST.PT          |                     | 2020-05-19T11:47:32 |      Delivered       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003099942-8-W  |        None       |
| None |    0075L6L    |         ACSC.TEST.STAFF         |                     | 2020-08-05T08:05:40 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117384-8-W  |        None       |
| None |    006XK1W    |          ACSC.TEST.DP5          |                     | 2020-04-16T15:04:19 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003102639-8-W  |        None       |
| None |    0072HFW    |          XACTNET.QUEUE          |                     | 2020-06-12T11:41:46 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003109971-8-W  |        None       |
| None |    0072RB4    |          XACTNET.QUEUE          |                     | 2020-06-17T09:11:42 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111289-8-W  |        None       |
| None |    0073172    |          XACTNET.QUEUE          |                     | 2020-06-22T08:42:37 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111354-8-W  |        None       |
| None |    007BG6H    |          XACTNET.QUEUE          |                     | 2020-09-29T11:28:14 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003121952-8-W  |        None       |
| None |    006YLNP    |       SERVPRO.TEST.ONLINE       |                     | 2020-04-27T08:58:01 |       Notified       |   ClaimRep   |     None     |    None    |     None     |    None   |  003103435-8-W  |        None       |
| None |    0072CFF    |         ACSC.TEST.STAFF         |                     | 2020-06-10T11:06:00 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003109409-8-W  |        None       |
| None |    0072MHV    |          XACTNET.QUEUE          |                     | 2020-06-15T15:10:05 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110501-8-W  |        None       |
| None |    007004F    |         ACSC.TEST.STAFF         |                     | 2020-05-06T15:32:56 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104629-8-W  |        None       |
| None |    007BG78    |         ACSC.TEST.STAFF         |       TORRES.P      | 2020-09-30T14:41:26 |  Estimate Received   |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106095-8-W  |        None       |
| None |    007C6LC    |          XACTNET.QUEUE          |                     | 2020-10-13T15:44:16 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003123151-8-W  |        None       |
| None |    00731T8    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:32:50 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003112358-8-W  |        None       |
| None |    007317H    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:01 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111381-8-W  |        None       |
| None |    00734CZ    |          XACTNET.QUEUE          |                     | 2020-06-23T11:28:03 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112737-8-W  |        None       |
